;Unnamed: 0;Voltage_V;Capacity_mAh;Capacity_As;Energy_density_Wh_kg;Imax [A];Pmax_W_kg;Weight_kg;Volume_cm3;Energy_kJ;n_series;n_parallel
63600;9;370;3700;13320;228.1666667;333;20535;6;3763.8;4928.4;25;1
63653;9;370;7400;26640;228.1666667;666;20535;12;7527.6;9856.8;25;2
63706;9;370;11100;39960;228.1666667;999;20535;18;11291.4;14785.2;25;3
63759;9;370;14800;53280;228.1666667;1332;20535;24;15055.2;19713.6;25;4
63812;9;370;18500;66600;228.1666667;1665;20535;30;18819;24642;25;5
63865;9;370;22200;79920;228.1666667;1998;20535;36;22582.8;29570.4;25;6
63918;9;370;25900;93240;228.1666667;2331;20535;42;26346.6;34498.8;25;7
63971;9;370;29600;106560;228.1666667;2664;20535;48;30110.4;39427.2;25;8
64024;9;370;33300;119880;228.1666667;2997;20535;54;33874.2;44355.6;25;9
64077;9;370;37000;133200;228.1666667;3330;20535;60;37638;49284;25;10
64130;9;370;40700;146520;228.1666667;3663;20535;66;41401.8;54212.4;25;11
64183;9;370;44400;159840;228.1666667;3996;20535;72;45165.6;59140.8;25;12
64236;9;370;48100;173160;228.1666667;4329;20535;78;48929.4;64069.2;25;13
64289;9;370;51800;186480;228.1666667;4662;20535;84;52693.2;68997.6;25;14
64342;9;370;55500;199800;228.1666667;4995;20535;90;56457;73926;25;15
64395;9;370;59200;213120;228.1666667;5328;20535;96;60220.8;78854.4;25;16
64448;9;370;62900;226440;228.1666667;5661;20535;102;63984.6;83782.8;25;17
64501;9;370;66600;239760;228.1666667;5994;20535;108;67748.4;88711.2;25;18
64554;9;370;70300;253080;228.1666667;6327;20535;114;71512.2;93639.6;25;19
64607;9;370;74000;266400;228.1666667;6660;20535;120;75276;98568;25;20
64660;9;370;77700;279720;228.1666667;6993;20535;126;79039.8;103496.4;25;21
64713;9;370;81400;293040;228.1666667;7326;20535;132;82803.6;108424.8;25;22
64766;9;370;85100;306360;228.1666667;7659;20535;138;86567.4;113353.2;25;23
64819;9;370;88800;319680;228.1666667;7992;20535;144;90331.2;118281.6;25;24
64872;9;370;92500;333000;228.1666667;8325;20535;150;94095;123210;25;25
64925;9;370;96200;346320;228.1666667;8658;20535;156;97858.8;128138.4;25;26
64978;9;370;99900;359640;228.1666667;8991;20535;162;101622.6;133066.8;25;27
65031;9;370;103600;372960;228.1666667;9324;20535;168;105386.4;137995.2;25;28
65084;9;370;107300;386280;228.1666667;9657;20535;174;109150.2;142923.6;25;29
65137;9;370;111000;399600;228.1666667;9990;20535;180;112914;147852;25;30
65190;9;370;114700;412920;228.1666667;10323;20535;186;116677.8;152780.4;25;31
65243;9;370;118400;426240;228.1666667;10656;20535;192;120441.6;157708.8;25;32
65296;9;370;122100;439560;228.1666667;10989;20535;198;124205.4;162637.2;25;33
65349;9;370;125800;452880;228.1666667;11322;20535;204;127969.2;167565.6;25;34
65402;9;370;129500;466200;228.1666667;11655;20535;210;131733;172494;25;35
65455;9;370;133200;479520;228.1666667;11988;20535;216;135496.8;177422.4;25;36
65508;9;370;136900;492840;228.1666667;12321;20535;222;139260.6;182350.8;25;37
65561;9;370;140600;506160;228.1666667;12654;20535;228;143024.4;187279.2;25;38
65603;95;370;228000;820800;181.2244898;11400;9061.22449;465.5;217854;303696;25;38
65614;9;370;144300;519480;228.1666667;12987;20535;234;146788.2;192207.6;25;39
65656;95;370;234000;842400;181.2244898;11700;9061.22449;477.75;223587;311688;25;39
65667;9;370;148000;532800;228.1666667;13320;20535;240;150552;197136;25;40
65709;95;370;240000;864000;181.2244898;12000;9061.22449;490;229320;319680;25;40
65720;9;370;151700;546120;228.1666667;13653;20535;246;154315.8;202064.4;25;41
65762;95;370;246000;885600;181.2244898;12300;9061.22449;502.25;235053;327672;25;41
65764;97;555;246000;885600;179.2732167;12300;8963.660834;761.575;349221.6;491508;25;41
65773;9;370;155400;559440;228.1666667;13986;20535;252;158079.6;206992.8;25;42
65815;95;370;252000;907200;181.2244898;12600;9061.22449;514.5;240786;335664;25;42
65817;97;555;252000;907200;179.2732167;12600;8963.660834;780.15;357739.2;503496;25;42
65826;9;370;159100;572760;228.1666667;14319;20535;258;161843.4;211921.2;25;43
65868;95;370;258000;928800;181.2244898;12900;9061.22449;526.75;246519;343656;25;43
65870;97;555;258000;928800;179.2732167;12900;8963.660834;798.725;366256.8;515484;25;43
65879;9;370;162800;586080;228.1666667;14652;20535;264;165607.2;216849.6;25;44
65921;95;370;264000;950400;181.2244898;13200;9061.22449;539;252252;351648;25;44
65923;97;555;264000;950400;179.2732167;13200;8963.660834;817.3;374774.4;527472;25;44
65932;9;370;166500;599400;228.1666667;14985;20535;270;169371;221778;25;45
65974;95;370;270000;972000;181.2244898;13500;9061.22449;551.25;257985;359640;25;45
65976;97;555;270000;972000;179.2732167;13500;8963.660834;835.875;383292;539460;25;45
65985;9;370;170200;612720;228.1666667;15318;20535;276;173134.8;226706.4;25;46
66027;95;370;276000;993600;181.2244898;13800;9061.22449;563.5;263718;367632;25;46
66029;97;555;276000;993600;179.2732167;13800;8963.660834;854.45;391809.6;551448;25;46
66038;9;370;173900;626040;228.1666667;15651;20535;282;176898.6;231634.8;25;47
66080;95;370;282000;1015200;181.2244898;14100;9061.22449;575.75;269451;375624;25;47
66082;97;555;282000;1015200;179.2732167;14100;8963.660834;873.025;400327.2;563436;25;47
66091;9;370;177600;639360;228.1666667;15984;20535;288;180662.4;236563.2;25;48
66133;95;370;288000;1036800;181.2244898;14400;9061.22449;588;275184;383616;25;48
66135;97;555;288000;1036800;179.2732167;14400;8963.660834;891.6;408844.8;575424;25;48
66144;9;370;181300;652680;228.1666667;16317;20535;294;184426.2;241491.6;25;49
66186;95;370;294000;1058400;181.2244898;14700;9061.22449;600.25;280917;391608;25;49
66188;97;555;294000;1058400;179.2732167;14700;8963.660834;910.175;417362.4;587412;25;49
66197;9;370;185000;666000;228.1666667;16650;20535;300;188190;246420;25;50
66239;95;370;300000;1080000;181.2244898;15000;9061.22449;612.5;286650;399600;25;50
66241;97;555;300000;1080000;179.2732167;15000;8963.660834;928.75;425880;599400;25;50
66250;9;384.8;3700;13320;228.1666667;333;20535;6.24;3914.352;5125.536;26;1
66303;9;384.8;7400;26640;228.1666667;666;20535;12.48;7828.704;10251.072;26;2
66356;9;384.8;11100;39960;228.1666667;999;20535;18.72;11743.056;15376.608;26;3
66409;9;384.8;14800;53280;228.1666667;1332;20535;24.96;15657.408;20502.144;26;4
66462;9;384.8;18500;66600;228.1666667;1665;20535;31.2;19571.76;25627.68;26;5
66515;9;384.8;22200;79920;228.1666667;1998;20535;37.44;23486.112;30753.216;26;6
66568;9;384.8;25900;93240;228.1666667;2331;20535;43.68;27400.464;35878.752;26;7
66621;9;384.8;29600;106560;228.1666667;2664;20535;49.92;31314.816;41004.288;26;8
66674;9;384.8;33300;119880;228.1666667;2997;20535;56.16;35229.168;46129.824;26;9
66727;9;384.8;37000;133200;228.1666667;3330;20535;62.4;39143.52;51255.36;26;10
66780;9;384.8;40700;146520;228.1666667;3663;20535;68.64;43057.872;56380.896;26;11
66833;9;384.8;44400;159840;228.1666667;3996;20535;74.88;46972.224;61506.432;26;12
66886;9;384.8;48100;173160;228.1666667;4329;20535;81.12;50886.576;66631.968;26;13
66939;9;384.8;51800;186480;228.1666667;4662;20535;87.36;54800.928;71757.504;26;14
66992;9;384.8;55500;199800;228.1666667;4995;20535;93.6;58715.28;76883.04;26;15
67045;9;384.8;59200;213120;228.1666667;5328;20535;99.84;62629.632;82008.576;26;16
67098;9;384.8;62900;226440;228.1666667;5661;20535;106.08;66543.984;87134.112;26;17
67151;9;384.8;66600;239760;228.1666667;5994;20535;112.32;70458.336;92259.648;26;18
67204;9;384.8;70300;253080;228.1666667;6327;20535;118.56;74372.688;97385.184;26;19
67257;9;384.8;74000;266400;228.1666667;6660;20535;124.8;78287.04;102510.72;26;20
67310;9;384.8;77700;279720;228.1666667;6993;20535;131.04;82201.392;107636.256;26;21
67363;9;384.8;81400;293040;228.1666667;7326;20535;137.28;86115.744;112761.792;26;22
67416;9;384.8;85100;306360;228.1666667;7659;20535;143.52;90030.096;117887.328;26;23
67469;9;384.8;88800;319680;228.1666667;7992;20535;149.76;93944.448;123012.864;26;24
67522;9;384.8;92500;333000;228.1666667;8325;20535;156;97858.8;128138.4;26;25
67575;9;384.8;96200;346320;228.1666667;8658;20535;162.24;101773.152;133263.936;26;26
67628;9;384.8;99900;359640;228.1666667;8991;20535;168.48;105687.504;138389.472;26;27
67681;9;384.8;103600;372960;228.1666667;9324;20535;174.72;109601.856;143515.008;26;28
67734;9;384.8;107300;386280;228.1666667;9657;20535;180.96;113516.208;148640.544;26;29
67787;9;384.8;111000;399600;228.1666667;9990;20535;187.2;117430.56;153766.08;26;30
67840;9;384.8;114700;412920;228.1666667;10323;20535;193.44;121344.912;158891.616;26;31
67893;9;384.8;118400;426240;228.1666667;10656;20535;199.68;125259.264;164017.152;26;32
67946;9;384.8;122100;439560;228.1666667;10989;20535;205.92;129173.616;169142.688;26;33
67999;9;384.8;125800;452880;228.1666667;11322;20535;212.16;133087.968;174268.224;26;34
68052;9;384.8;129500;466200;228.1666667;11655;20535;218.4;137002.32;179393.76;26;35
68105;9;384.8;133200;479520;228.1666667;11988;20535;224.64;140916.672;184519.296;26;36
68147;95;384.8;216000;777600;181.2244898;10800;9061.22449;458.64;214643.52;299220.48;26;36
68158;9;384.8;136900;492840;228.1666667;12321;20535;230.88;144831.024;189644.832;26;37
68200;95;384.8;222000;799200;181.2244898;11100;9061.22449;471.38;220605.84;307532.16;26;37
68211;9;384.8;140600;506160;228.1666667;12654;20535;237.12;148745.376;194770.368;26;38
68253;95;384.8;228000;820800;181.2244898;11400;9061.22449;484.12;226568.16;315843.84;26;38
68255;97;577.2;228000;820800;179.2732167;11400;8963.660834;734.084;336615.552;473765.76;26;38
68264;9;384.8;144300;519480;228.1666667;12987;20535;243.36;152659.728;199895.904;26;39
68306;95;384.8;234000;842400;181.2244898;11700;9061.22449;496.86;232530.48;324155.52;26;39
68308;97;577.2;234000;842400;179.2732167;11700;8963.660834;753.402;345473.856;486233.28;26;39
68317;9;384.8;148000;532800;228.1666667;13320;20535;249.6;156574.08;205021.44;26;40
68359;95;384.8;240000;864000;181.2244898;12000;9061.22449;509.6;238492.8;332467.2;26;40
68361;97;577.2;240000;864000;179.2732167;12000;8963.660834;772.72;354332.16;498700.8;26;40
68370;9;384.8;151700;546120;228.1666667;13653;20535;255.84;160488.432;210146.976;26;41
68412;95;384.8;246000;885600;181.2244898;12300;9061.22449;522.34;244455.12;340778.88;26;41
68414;97;577.2;246000;885600;179.2732167;12300;8963.660834;792.038;363190.464;511168.32;26;41
68423;9;384.8;155400;559440;228.1666667;13986;20535;262.08;164402.784;215272.512;26;42
68465;95;384.8;252000;907200;181.2244898;12600;9061.22449;535.08;250417.44;349090.56;26;42
68467;97;577.2;252000;907200;179.2732167;12600;8963.660834;811.356;372048.768;523635.84;26;42
68476;9;384.8;159100;572760;228.1666667;14319;20535;268.32;168317.136;220398.048;26;43
68518;95;384.8;258000;928800;181.2244898;12900;9061.22449;547.82;256379.76;357402.24;26;43
68520;97;577.2;258000;928800;179.2732167;12900;8963.660834;830.674;380907.072;536103.36;26;43
68529;9;384.8;162800;586080;228.1666667;14652;20535;274.56;172231.488;225523.584;26;44
68571;95;384.8;264000;950400;181.2244898;13200;9061.22449;560.56;262342.08;365713.92;26;44
68573;97;577.2;264000;950400;179.2732167;13200;8963.660834;849.992;389765.376;548570.88;26;44
68582;9;384.8;166500;599400;228.1666667;14985;20535;280.8;176145.84;230649.12;26;45
68624;95;384.8;270000;972000;181.2244898;13500;9061.22449;573.3;268304.4;374025.6;26;45
68626;97;577.2;270000;972000;179.2732167;13500;8963.660834;869.31;398623.68;561038.4;26;45
68635;9;384.8;170200;612720;228.1666667;15318;20535;287.04;180060.192;235774.656;26;46
68677;95;384.8;276000;993600;181.2244898;13800;9061.22449;586.04;274266.72;382337.28;26;46
68679;97;577.2;276000;993600;179.2732167;13800;8963.660834;888.628;407481.984;573505.92;26;46
68688;9;384.8;173900;626040;228.1666667;15651;20535;293.28;183974.544;240900.192;26;47
68730;95;384.8;282000;1015200;181.2244898;14100;9061.22449;598.78;280229.04;390648.96;26;47
68732;97;577.2;282000;1015200;179.2732167;14100;8963.660834;907.946;416340.288;585973.44;26;47
68741;9;384.8;177600;639360;228.1666667;15984;20535;299.52;187888.896;246025.728;26;48
68783;95;384.8;288000;1036800;181.2244898;14400;9061.22449;611.52;286191.36;398960.64;26;48
68785;97;577.2;288000;1036800;179.2732167;14400;8963.660834;927.264;425198.592;598440.96;26;48
68794;9;384.8;181300;652680;228.1666667;16317;20535;305.76;191803.248;251151.264;26;49
68836;95;384.8;294000;1058400;181.2244898;14700;9061.22449;624.26;292153.68;407272.32;26;49
68838;97;577.2;294000;1058400;179.2732167;14700;8963.660834;946.582;434056.896;610908.48;26;49
68847;9;384.8;185000;666000;228.1666667;16650;20535;312;195717.6;256276.8;26;50
68889;95;384.8;300000;1080000;181.2244898;15000;9061.22449;637;298116;415584;26;50
68891;97;577.2;300000;1080000;179.2732167;15000;8963.660834;965.9;442915.2;623376;26;50
68900;9;399.6;3700;13320;228.1666667;333;20535;6.48;4064.904;5322.672;27;1
68953;9;399.6;7400;26640;228.1666667;666;20535;12.96;8129.808;10645.344;27;2
69006;9;399.6;11100;39960;228.1666667;999;20535;19.44;12194.712;15968.016;27;3
69059;9;399.6;14800;53280;228.1666667;1332;20535;25.92;16259.616;21290.688;27;4
69112;9;399.6;18500;66600;228.1666667;1665;20535;32.4;20324.52;26613.36;27;5
69165;9;399.6;22200;79920;228.1666667;1998;20535;38.88;24389.424;31936.032;27;6
69218;9;399.6;25900;93240;228.1666667;2331;20535;45.36;28454.328;37258.704;27;7
69271;9;399.6;29600;106560;228.1666667;2664;20535;51.84;32519.232;42581.376;27;8
69324;9;399.6;33300;119880;228.1666667;2997;20535;58.32;36584.136;47904.048;27;9
69377;9;399.6;37000;133200;228.1666667;3330;20535;64.8;40649.04;53226.72;27;10
69430;9;399.6;40700;146520;228.1666667;3663;20535;71.28;44713.944;58549.392;27;11
69483;9;399.6;44400;159840;228.1666667;3996;20535;77.76;48778.848;63872.064;27;12
69536;9;399.6;48100;173160;228.1666667;4329;20535;84.24;52843.752;69194.736;27;13
69589;9;399.6;51800;186480;228.1666667;4662;20535;90.72;56908.656;74517.408;27;14
69642;9;399.6;55500;199800;228.1666667;4995;20535;97.2;60973.56;79840.08;27;15
69695;9;399.6;59200;213120;228.1666667;5328;20535;103.68;65038.464;85162.752;27;16
69748;9;399.6;62900;226440;228.1666667;5661;20535;110.16;69103.368;90485.424;27;17
69801;9;399.6;66600;239760;228.1666667;5994;20535;116.64;73168.272;95808.096;27;18
69854;9;399.6;70300;253080;228.1666667;6327;20535;123.12;77233.176;101130.768;27;19
69907;9;399.6;74000;266400;228.1666667;6660;20535;129.6;81298.08;106453.44;27;20
69960;9;399.6;77700;279720;228.1666667;6993;20535;136.08;85362.984;111776.112;27;21
70013;9;399.6;81400;293040;228.1666667;7326;20535;142.56;89427.888;117098.784;27;22
